cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2015-8958,3,3,3,0,0,0,,,,
CVE-2015-8900,3,6,3,0,3,0,,,7.0.1-0;7.0.1-1;7.0.1-2,
CVE-2015-8895,0,6,0,0,3,4,,,7.0.1-0;7.0.1-1;7.0.1-2,7.0.1-2;7.0.5-1;7.0.5-2;7.0.5-3
CVE-2015-8896,0,6,0,0,3,3,,,7.0.1-0;7.0.1-1;7.0.1-2,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2016-7515,3,3,3,0,0,0,,,,
CVE-2016-7514,3,3,3,0,0,0,,,,
CVE-2016-7534,0,3,0,0,0,3,,,,7.0.1-1;7.0.1-2;7.0.1-3
CVE-2016-10065,0,3,0,0,0,3,,,,7.0.1-1;7.0.1-2;7.0.1-3
CVE-2016-5689,3,6,3,0,3,0,,,7.0.1-4;7.0.1-5;7.0.1-6,
CVE-2016-5690,3,6,3,0,3,0,,,7.0.1-4;7.0.1-5;7.0.1-6,
CVE-2016-5691,3,6,3,0,3,0,,,7.0.1-4;7.0.1-5;7.0.1-6,
CVE-2016-10060,3,6,0,3,0,3,,,,7.0.11-0;7.0.11-1;7.0.11-2
CVE-2016-6491,0,0,0,0,0,0,,,,
CVE-2016-7101,3,6,3,0,3,0,,,7.0.1-10;7.0.2-0;7.0.2-1,
CVE-2016-9556,3,4,3,0,1,0,,,7.0.3-8,
CVE-2017-9098,3,6,3,0,3,0,,,7.0.4-10;7.0.5-0;7.0.5-1,
CVE-2017-9499,1,4,0,1,0,3,,,,7.0.5-10;7.0.5-8;7.0.5-9
CVE-2017-11523,3,6,3,0,3,0,,,7.0.5-7;7.0.5-8;7.0.6-1,
CVE-2017-15277,1,4,0,1,0,3,,,,7.0.6-3;7.0.6-4;7.0.6-5
CVE-2017-14174,1,4,0,1,0,3,,,,7.0.7-1;7.0.7-2;7.0.7-3
CVE-2017-15032,1,4,0,1,0,3,,,,7.0.7-3;7.0.7-4;7.0.7-5
CVE-2017-15033,1,4,0,1,0,3,,,,7.0.7-3;7.0.7-4;7.0.7-5
CVE-2019-12974,3,4,3,0,1,0,,,7.0.8-34,
CVE-2019-12979,1,4,0,1,0,3,,,,7.0.8-35;7.0.8-36;7.0.8-37
CVE-2019-10131,0,0,0,0,0,0,,,,
CVE-2018-16643,3,4,3,0,1,0,,,7.0.8-4,
CVE-2018-16644,3,4,3,0,1,0,,,7.0.8-11,
CVE-2018-16645,1,4,0,1,0,3,,,,7.0.8-12;7.0.8-13;7.0.8-14
CVE-2018-20467,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-12978,1,4,0,1,0,3,,,,7.0.8-35;7.0.8-36;7.0.8-37
CVE-2019-7175,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-7395,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-7396,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-7398,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-11470,3,3,3,0,0,0,,,,
CVE-2019-10714,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-12975,3,4,3,0,1,0,,,7.0.8-34,
CVE-2019-12976,1,4,0,1,0,3,,,,7.0.8-35;7.0.8-36;7.0.8-37
CVE-2019-10649,3,3,3,0,0,0,,,,
CVE-2019-10650,0,0,0,0,0,0,,,,
CVE-2019-16711,1,4,0,1,0,3,,,,7.0.8-41;7.0.8-42;7.0.8-43
CVE-2019-11472,3,3,3,0,0,0,,,,
CVE-2019-14981,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-15139,0,3,0,0,0,3,,,,7.0.8-42;7.0.8-43;7.0.8-44
CVE-2019-19949,0,0,0,0,0,0,,,,
CVE-2019-13133,3,6,3,0,3,0,,,7.0.8-47;7.0.8-48;7.0.8-49,
CVE-2019-13134,3,6,3,0,3,0,,,7.0.8-47;7.0.8-48;7.0.8-49,
CVE-2019-13136,0,0,0,0,0,0,,,,
CVE-2019-13137,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-13307,0,3,0,0,0,3,,,,7.0.8-50;7.0.8-51;7.0.8-53
CVE-2019-17541,0,0,0,0,0,0,,,,
CVE-2019-17547,6,6,3,3,0,0,,,,
CVE-2020-27750,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27762,3,6,3,0,3,0,,,7.0.8-65;7.0.8-66;7.0.8-67,
CVE-2020-25664,3,6,0,3,0,3,,,,7.0.8-68;7.0.9-0;7.0.9-1
CVE-2020-25665,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-25674,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27760,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27763,3,6,3,0,3,0,,,7.0.8-65;7.0.8-66;7.0.8-67,
CVE-2020-27758,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27770,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-25663,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27756,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27751,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27761,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-25675,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-25676,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27765,0,0,0,0,0,0,,,,
CVE-2020-27775,3,6,3,0,3,0,,,7.0.8-66;7.0.8-67;7.0.8-68,
CVE-2020-27774,0,6,0,0,3,3,,,7.0.8-66;7.0.8-67;7.0.8-68,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27769,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-25666,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-25667,0,0,0,0,0,0,,,,
CVE-2020-27772,6,6,3,3,0,0,,,,
CVE-2020-27752,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2020-27753,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
