cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2014-3572,6,6,1,1,0,0,,,,
CVE-2015-0205,3,3,1,0,0,0,,,,
CVE-2015-0206,0,3,0,0,0,1,,OpenSSL_1_0_1j;OpenSSL_1_0_0o,,OpenSSL_0_9_8ze
CVE-2015-0209,4,4,1,1,0,0,,,,
CVE-2015-0288,5,5,1,1,0,0,,,,
CVE-2015-1791,4,4,0,0,0,0,,,,
CVE-2015-1788,3,4,0,1,0,1,,,,OpenSSL_1_0_2d
CVE-2015-1789,4,4,1,1,0,0,,,,
CVE-2015-1790,3,4,1,0,1,0,,,OpenSSL_0_9_8zf,
CVE-2015-3196,6,6,3,0,0,0,,,,
CVE-2015-1793,2,5,0,0,0,0,,OpenSSL_1_0_2e;OpenSSL_1_0_2d;OpenSSL_1_0_1p,,
CVE-2015-3194,3,3,1,2,0,0,,,,
CVE-2015-3195,5,5,2,2,0,0,,,,
CVE-2015-3197,6,6,0,3,0,0,,,,
CVE-2016-0705,6,6,3,3,0,0,,,,
CVE-2016-0798,3,6,0,0,0,3,,,,OpenSSL_1_0_2g;OpenSSL_1_0_2h;OpenSSL_1_0_1s
CVE-2016-0799,3,6,2,1,0,0,,OpenSSL_1_0_1r;OpenSSL_1_0_1q;OpenSSL_1_0_1s,,
CVE-2016-2842,3,6,2,1,0,0,,OpenSSL_1_0_1r;OpenSSL_1_0_1q;OpenSSL_1_0_1s,,
CVE-2016-0797,6,6,3,3,0,0,,,,
CVE-2016-0702,3,6,2,1,0,0,,OpenSSL_1_0_1r;OpenSSL_1_0_1q;OpenSSL_1_0_1t,,
CVE-2016-2109,6,6,3,3,0,0,,,,
CVE-2016-2105,6,6,3,3,0,0,,,,
CVE-2016-2106,3,6,0,3,0,3,,,,OpenSSL_1_0_2i;OpenSSL_1_0_1u;OpenSSL_1_0_2j
CVE-2016-2107,6,6,3,3,0,0,,,,
CVE-2016-2108,5,6,0,0,1,0,,,OpenSSL_0_9_8zh,
CVE-2016-2176,3,6,3,0,0,0,,OpenSSL_1_0_2g;OpenSSL_1_0_2f;OpenSSL_1_0_1s,,
CVE-2016-2177,6,6,3,3,0,0,,,,
CVE-2016-6304,3,6,1,2,0,0,,OpenSSL_1_0_2i;OpenSSL_1_0_2j;OpenSSL_1_0_2h,,
CVE-2016-6306,5,6,2,3,0,1,,,,OpenSSL_1_0_2j
CVE-2016-7052,2,2,0,1,0,0,,,,
CVE-2018-0737,4,5,1,3,0,1,,,,OpenSSL_1_0_2p
CVE-2018-0732,6,6,1,3,0,0,,,,
CVE-2019-1559,5,5,1,3,0,0,,,,
CVE-2019-1543,6,6,2,3,0,0,,,,
CVE-2019-1563,6,6,3,3,0,0,,,,
CVE-2020-1967,6,6,3,3,0,0,,,,
CVE-2021-23840,6,6,3,3,0,0,,,,
CVE-2021-4044,6,6,2,3,0,0,,,,
CVE-2022-1473,6,6,2,3,0,0,,,,
CVE-2022-1343,6,6,2,3,0,0,,,,
CVE-2022-2274,4,4,1,1,0,0,,,,
CVE-2022-3358,4,6,0,3,0,2,,,,openssl-3.0.7;openssl-3.0.6
CVE-2022-3602,6,6,3,3,0,0,,,,
CVE-2022-3786,3,6,0,3,0,3,,,,openssl-3.0.8;openssl-3.1.0-beta1;openssl-3.1.0-alpha1
CVE-2022-3996,6,6,2,3,0,0,,,,
CVE-2022-4203,5,5,2,3,0,0,,,,
CVE-2023-0215,6,6,3,3,0,0,,,,
CVE-2023-0216,6,6,0,0,0,0,,,,
CVE-2023-0401,6,6,2,3,0,0,,,,
CVE-2023-2650,3,6,0,3,0,3,,,,openssl-3.0.9;openssl-3.1.1;OpenSSL_1_1_1u
CVE-2023-2975,6,6,2,3,0,0,,,,
CVE-2023-5363,6,6,3,3,0,0,,,,
CVE-2023-5678,3,6,0,3,0,0,,openssl-3.2.1;openssl-3.1.5;openssl-3.2.0,,
CVE-2024-0727,6,6,0,0,0,0,,,,
