cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2009-0946,0,0,0,0,0,0,,,,
CVE-2010-2497,0,6,0,0,0,0,,2.3.11;2.4.1;2.4.0;2.3.10;2.4.2;2.3.12,,
CVE-2010-2498,0,0,0,0,0,0,,,,
CVE-2010-2500,0,6,0,0,0,0,,2.3.11;2.4.1;2.4.0;2.3.10;2.4.2;2.3.12,,
CVE-2010-2499,0,0,0,0,0,0,,,,
CVE-2010-2519,0,0,0,0,0,0,,,,
CVE-2010-2520,0,0,0,0,0,0,,,,
CVE-2010-2805,0,6,0,0,0,0,,2.4.4;2.4.1;2.4.0;2.4.2;2.4.3;2.3.12,,
CVE-2010-2806,0,6,0,0,0,0,,2.4.4;2.4.1;2.4.0;2.4.2;2.4.3;2.3.12,,
CVE-2010-2808,0,0,0,0,0,0,,,,
CVE-2010-3814,0,0,0,0,0,0,,,,
CVE-2010-3855,3,6,0,3,0,0,,2.4.6;2.4.4;2.4.5,,
CVE-2012-5668,0,6,0,0,0,0,,2.4.10;2.4.9;2.5.0-1;2.4.8;2.4.12;2.4.11,,
CVE-2012-5669,0,6,0,0,0,0,,2.4.10;2.4.9;2.5.0-1;2.4.8;2.4.12;2.4.11,,
CVE-2012-5670,0,6,0,0,0,0,,2.4.10;2.4.9;2.5.0-1;2.4.8;2.4.12;2.4.11,,
CVE-2014-9746,0,6,0,0,1,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,2.5.3,
CVE-2014-9745,0,6,0,0,0,0,,2.5.2;2.5.3;2.5.1;2.5.4;2.5.5;2.5.0,,
CVE-2014-2241,0,0,0,0,0,0,,,,
CVE-2014-9670,0,0,0,0,0,0,,,,
CVE-2014-9671,0,0,0,0,0,0,,,,
CVE-2014-9666,0,0,0,0,0,0,,,,
CVE-2014-9667,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9668,0,0,0,0,0,0,,,,
CVE-2014-9669,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9664,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9665,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9660,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9661,3,6,0,3,0,3,,,,2.5.4;2.6;2.5.5
CVE-2014-9662,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9663,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9656,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9657,0,0,0,0,0,0,,,,
CVE-2014-9658,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2014-9673,0,0,0,0,0,0,,,,
CVE-2014-9674,0,0,0,0,0,0,,,,
CVE-2014-9659,0,6,0,0,0,0,,2.6;2.5.3;2.5.2;2.5.1;2.5.4;2.5.5,,
CVE-2015-9382,0,6,0,0,0,0,,2.5.3;2.6.3;2.5.4;2.5.5;2.6.1;2.6.2,,
CVE-2015-9290,0,0,0,0,0,0,,,,
CVE-2015-9381,0,0,0,0,0,0,,,,
CVE-2015-9383,0,6,0,0,0,0,,2.6.3;2.5.4;2.5.5;2.6.1;2.6.4;2.6.2,,
CVE-2016-10328,0,6,0,0,0,0,,2.6.5;2.8;2.7;2.8.1;2.6.4;2.7.1,,
CVE-2017-7864,0,6,0,0,0,0,,2.6.5;2.8;2.7;2.8.1;2.7.1;2.9,,
CVE-2017-7858,0,6,0,0,0,0,,2.6.5;2.8;2.7;2.8.1;2.7.1;2.9,,
CVE-2017-7857,0,5,0,0,0,0,,2.8;2.7;2.8.1;2.7.1;2.9,,
CVE-2017-8105,0,5,0,0,0,0,,2.6.5;2.8;2.7;2.8.1;2.6.4,,
CVE-2017-8287,0,6,0,0,0,0,,2.6.5;2.8;2.7;2.8.1;2.7.1;2.9,,
