cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2009-0946,3,6,0,3,0,3,,,,2.3.10;2.3.11;2.3.12
CVE-2010-2497,4,6,3,1,2,0,,,2.3.10;2.3.11,
CVE-2010-2498,3,6,0,3,0,3,,,,2.4.0;2.4.1;2.4.2
CVE-2010-2500,3,6,0,3,0,3,,,,2.4.0;2.4.1;2.4.2
CVE-2010-2499,3,6,3,0,3,0,,,2.3.10;2.3.11;2.3.12,
CVE-2010-2519,6,6,3,3,0,0,,,,
CVE-2010-2520,6,6,3,3,0,0,,,,
CVE-2010-2805,3,6,0,3,0,3,,,,2.4.2;2.4.3;2.4.4
CVE-2010-2806,3,6,3,0,3,0,,,2.3.12;2.4.0;2.4.1,
CVE-2010-2808,3,6,3,0,3,0,,,2.3.12;2.4.0;2.4.1,
CVE-2010-3814,3,6,3,0,3,0,,,2.4.1;2.4.2;2.4.3,
CVE-2010-3855,3,6,3,0,3,0,,,2.4.1;2.4.2;2.4.3,
CVE-2012-5668,6,6,3,3,0,0,,,,
CVE-2012-5669,3,6,0,3,0,3,,,,2.4.11;2.4.12;2.5.0-1
CVE-2012-5670,3,6,3,0,3,0,,,2.4.10;2.4.8;2.4.9,
CVE-2014-9746,2,6,0,2,1,3,,,2.5.3,2.5.4;2.5.5;2.6
CVE-2014-9745,6,6,3,3,0,0,,,,
CVE-2014-2241,3,6,0,3,0,3,,,,2.5.3;2.5.4;2.5.5
CVE-2014-9670,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9671,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9666,6,6,3,3,0,0,,,,
CVE-2014-9667,3,6,0,3,0,3,,,,2.5.4;2.5.5;2.6
CVE-2014-9668,3,6,0,3,0,3,,,,2.5.4;2.5.5;2.6
CVE-2014-9669,0,6,0,0,3,3,,,2.5.1;2.5.2;2.5.3,2.5.4;2.5.5;2.6
CVE-2014-9664,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9665,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9660,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9661,3,6,0,3,0,3,,,,2.5.4;2.5.5;2.6
CVE-2014-9662,6,6,3,3,0,0,,,,
CVE-2014-9663,3,6,0,3,0,3,,,,2.5.4;2.5.5;2.6
CVE-2014-9656,6,6,3,3,0,0,,,,
CVE-2014-9657,6,6,3,3,0,0,,,,
CVE-2014-9658,6,6,3,3,0,0,,,,
CVE-2014-9673,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9674,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2014-9659,3,6,3,0,3,0,,,2.5.1;2.5.2;2.5.3,
CVE-2015-9382,3,6,3,0,3,0,,,2.5.3;2.5.4;2.5.5,
CVE-2015-9290,6,6,3,3,0,0,,,,
CVE-2015-9381,3,6,3,0,3,0,,,2.5.3;2.5.4;2.5.5,
CVE-2015-9383,6,6,3,3,0,0,,,,
CVE-2016-10328,3,6,3,0,3,0,,,2.6.4;2.6.5;2.7,
CVE-2017-7864,3,6,3,0,3,0,,,2.6.5;2.7;2.7.1,
CVE-2017-7858,6,6,3,3,0,0,,,,
CVE-2017-7857,3,5,3,0,2,0,,,2.7;2.7.1,
CVE-2017-8105,3,5,0,3,0,2,,,,2.8;2.8.1
CVE-2017-8287,3,6,3,0,3,0,,,2.6.5;2.7;2.7.1,
