cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2017-12893,0,0,0,0,0,0,,,,
CVE-2017-12894,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12895,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12896,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-12897,0,6,0,0,3,3,,,4.8.1;4.9.0;4.9.1,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12898,3,4,0,3,0,1,,,,4.9.3
CVE-2017-12899,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-12901,4,6,1,3,0,2,,,,4.99-bp;4.99.0-bp
CVE-2017-12902,0,6,0,0,3,3,,,4.8.1;4.9.0;4.9.1,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12985,0,6,0,0,3,3,,,4.8.1;4.9.0;4.9.1,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12987,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12988,0,0,0,0,0,0,,,,
CVE-2017-12989,3,5,3,0,2,0,,,4.9.0;4.9.1,
CVE-2017-12990,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-12991,1,6,1,0,3,2,,,4.8.1;4.9.0;4.9.1,4.99-bp;4.99.0-bp
CVE-2017-12992,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-12993,0,4,0,0,3,1,,,4.8.1;4.9.0;4.9.1,4.9.3
CVE-2017-12994,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-12995,4,4,1,3,0,0,,,,
CVE-2017-12996,0,0,0,0,0,0,,,,
CVE-2017-12997,0,0,0,0,0,0,,,,
CVE-2017-12998,0,0,0,0,0,0,,,,
CVE-2017-12999,0,0,0,0,0,0,,,,
CVE-2017-13000,5,6,2,3,0,1,,,,4.9.3
CVE-2017-13001,3,4,0,3,0,1,,,,4.9.3
CVE-2017-13002,3,3,3,0,0,0,,,,
CVE-2017-13003,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13004,3,4,0,3,0,1,,,,4.9.3
CVE-2017-13005,0,0,0,0,0,0,,,,
CVE-2017-13006,0,3,0,0,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13007,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13008,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13009,6,6,3,3,0,0,,,,
CVE-2017-13011,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13012,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13013,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13014,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13015,5,6,2,3,0,1,,,,4.9.3
CVE-2017-13016,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13017,0,0,0,0,0,0,,,,
CVE-2017-13018,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13019,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13020,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13021,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13022,0,0,0,0,0,0,,,,
CVE-2017-13023,0,0,0,0,0,0,,,,
CVE-2017-13024,0,0,0,0,0,0,,,,
CVE-2017-13025,0,0,0,0,0,0,,,,
CVE-2017-13026,0,0,0,0,0,0,,,,
CVE-2017-13027,0,0,0,0,0,0,,,,
CVE-2017-13028,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13029,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13030,0,6,0,0,3,3,,,4.8.1;4.9.0;4.9.1,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13031,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13032,0,6,0,0,3,3,,,4.8.1;4.9.0;4.9.1,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13033,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13034,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13035,2,6,2,0,3,1,,,4.8.1;4.9.0;4.9.1,4.9.3
CVE-2017-13036,0,0,0,0,0,0,,,,
CVE-2017-13037,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13038,0,0,0,0,0,0,,,,
CVE-2017-13039,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13040,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13041,0,0,0,0,0,0,,,,
CVE-2017-13042,0,0,0,0,0,0,,,,
CVE-2017-13043,0,0,0,0,0,0,,,,
CVE-2017-13044,0,0,0,0,0,0,,,,
CVE-2017-13045,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13046,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13047,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13049,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13050,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13052,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13053,0,0,0,0,0,0,,,,
CVE-2017-13054,0,0,0,0,0,0,,,,
CVE-2017-13055,0,0,0,0,0,0,,,,
CVE-2017-13687,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13688,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2017-13689,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13690,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2017-13725,3,6,3,0,3,0,,,4.8.1;4.9.0;4.9.1,
CVE-2018-14461,0,0,0,0,0,0,,,,
CVE-2018-14462,3,6,3,0,3,0,,,4.9.0;4.9.1;4.9.2,
CVE-2018-14463,3,6,3,0,3,0,,,4.9.0;4.9.1;4.9.2,
CVE-2018-14464,0,6,0,0,3,3,,,4.9.0;4.9.1;4.9.2,4.9.3;4.99-bp;4.99.0-bp
CVE-2018-14466,0,0,0,0,0,0,,,,
CVE-2018-14467,0,0,0,0,0,0,,,,
CVE-2018-14468,1,6,1,0,3,2,,,4.9.0;4.9.1;4.9.2,4.99-bp;4.99.0-bp
CVE-2018-14469,3,6,3,0,3,0,,,4.9.0;4.9.1;4.9.2,
CVE-2018-14470,0,0,0,0,0,0,,,,
CVE-2018-14881,0,0,0,0,0,0,,,,
CVE-2019-15166,2,6,0,2,1,3,,,4.9.2,4.9.3;4.99-bp;4.99.0-bp
CVE-2019-15167,3,6,3,0,3,0,,,4.9.0;4.9.1;4.9.2,
CVE-2018-14880,3,3,0,3,0,0,,,,
CVE-2018-14882,3,6,0,3,0,3,,,,4.9.3;4.99-bp;4.99.0-bp
CVE-2018-16227,2,2,2,0,0,0,,,,
CVE-2018-16228,3,6,3,0,3,0,,,4.9.0;4.9.1;4.9.2,
CVE-2018-16229,0,0,0,0,0,0,,,,
CVE-2018-16230,4,6,1,3,0,2,,,,4.99-bp;4.99.0-bp
CVE-2018-16300,5,6,3,2,1,0,,,4.9.2,
CVE-2018-16451,0,3,0,0,3,0,,,4.9.0;4.9.1;4.9.2,
CVE-2018-16452,0,3,0,0,3,0,,,4.9.0;4.9.1;4.9.2,
