cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2014-3572,5,6,2,3,0,1,,,,OpenSSL_0_9_8zd
CVE-2015-0205,2,3,0,2,0,1,,,,OpenSSL_0_9_8ze
CVE-2015-0206,0,0,0,0,0,0,,,,
CVE-2015-0209,3,3,2,1,0,0,,,,
CVE-2015-0288,3,3,2,1,0,0,,,,
CVE-2015-1791,0,0,0,0,0,0,,,,
CVE-2015-1788,2,3,0,2,0,1,,,,OpenSSL_1_0_2d
CVE-2015-1789,3,3,1,2,0,0,,,,
CVE-2015-1790,3,3,1,2,0,0,,,,
CVE-2015-3196,3,6,0,3,0,3,,,,OpenSSL_1_0_1p;OpenSSL_1_0_2d;OpenSSL_1_0_2e
CVE-2015-1793,5,5,3,2,0,0,,,,
CVE-2015-3194,3,5,1,2,0,2,,,,OpenSSL-fips-2_0_12;OpenSSL_1_0_2f
CVE-2015-3195,4,5,2,2,0,1,,,,OpenSSL-fips-2_0_12
CVE-2015-3197,3,3,0,3,0,0,,,,
CVE-2016-0705,6,6,3,3,0,0,,,,
CVE-2016-0798,0,0,0,0,0,0,,,,
CVE-2016-0799,0,0,0,0,0,0,,,,
CVE-2016-2842,0,0,0,0,0,0,,,,
CVE-2016-0797,6,6,3,3,0,0,,,,
CVE-2016-0702,0,0,0,0,0,0,,,,
CVE-2016-2109,0,0,0,0,0,0,,,,
CVE-2016-2105,6,6,3,3,0,0,,,,
CVE-2016-2106,3,6,0,3,0,3,,,,OpenSSL_1_0_1u;OpenSSL_1_0_2i;OpenSSL_1_0_2j
CVE-2016-2107,3,6,0,3,0,3,,,,OpenSSL_1_0_1u;OpenSSL_1_0_2i;OpenSSL_1_0_2j
CVE-2016-2108,0,0,0,0,0,0,,,,
CVE-2016-2176,6,6,3,3,0,0,,,,
CVE-2016-2177,6,6,3,3,0,0,,,,
CVE-2016-6304,4,6,1,3,0,2,,,,OpenSSL_1_0_2i;OpenSSL_1_0_2j
CVE-2016-6306,6,6,3,3,0,0,,,,
CVE-2016-7052,1,2,0,1,0,1,,,,OpenSSL-fips-2_0_13
CVE-2018-0737,3,6,0,3,0,3,,,,OpenSSL_1_0_2p;OpenSSL_1_1_0i;OpenSSL_1_1_1
CVE-2018-0732,4,4,1,3,0,0,,,,
CVE-2019-1559,4,5,1,3,0,1,,,,OpenSSL_1_1_1c
CVE-2019-1543,4,5,1,3,0,1,,,,OpenSSL_1_1_1c
CVE-2019-1547,0,6,0,0,0,0,,OpenSSL_1_0_2s;OpenSSL_1_0_2t;OpenSSL_1_1_0k;OpenSSL_1_1_0l;OpenSSL_1_1_1c;OpenSSL_1_1_1d,,
CVE-2019-1563,0,0,0,0,0,0,,,,
CVE-2020-1967,6,6,3,3,0,0,,,,
CVE-2021-23840,6,6,3,3,0,0,,,,
CVE-2021-4044,0,0,0,0,0,0,,,,
CVE-2022-1473,5,5,2,3,0,0,,,,
CVE-2022-1343,3,5,0,3,0,2,,,,openssl-3.0.4;openssl-3.0.5
CVE-2022-2274,1,2,0,1,0,1,,,,openssl-3.0.5
CVE-2022-3358,5,5,2,3,0,0,,,,
CVE-2022-3602,6,6,3,3,0,0,,,,
CVE-2022-3786,0,0,0,0,0,0,,,,
CVE-2022-3996,5,5,2,3,0,0,,,,
CVE-2022-4203,0,0,0,0,0,0,,,,
CVE-2023-0215,0,0,0,0,0,0,,,,
CVE-2023-0216,0,0,0,0,0,0,,,,
CVE-2023-0401,6,6,3,3,0,0,,,,
CVE-2023-2650,3,6,0,3,0,3,,,,OpenSSL_1_1_1u;openssl-3.0.9;openssl-3.1.1
CVE-2023-2975,5,5,2,3,0,0,,,,
CVE-2023-5363,6,6,3,3,0,0,,,,
CVE-2023-5678,0,0,0,0,0,0,,,,
CVE-2024-0727,0,0,0,0,0,0,,,,
